frame,time_sec,left_ratio,right_ratio,avg_ratio,blink_event
601,20.053,0.11192,0.17702,0.14447,0
602,20.087,0.11004,0.18663,0.14833,0
603,20.12,0.11504,0.19218,0.15361,0
604,20.153,0.11812,0.18204,0.15008,0
605,20.187,0.13498,0.18769,0.16134,0
606,20.22,0.13975,0.19056,0.16515,0
607,20.254,0.14625,0.19877,0.17251,0
608,20.287,0.15604,0.19135,0.1737,0
609,20.32,0.18039,0.18834,0.18437,0
610,20.354,0.17195,0.19159,0.18177,0
611,20.387,0.16115,0.21134,0.18625,0
612,20.42,0.1625,0.2035,0.183,0
613,20.454,0.16772,0.20617,0.18695,0
614,20.487,0.18078,0.21233,0.19655,0
615,20.521,0.15892,0.20654,0.18273,0
616,20.554,0.15342,0.15902,0.15622,0
617,20.587,0.12268,0.14324,0.13296,0
618,20.621,0.13897,0.14637,0.14267,0
619,20.654,0.14733,0.15865,0.15299,0
620,20.687,0.10213,0.08891,0.09552,0
621,20.721,0.07004,0.05768,0.06386,0
622,20.754,0.11459,0.07865,0.09662,0
623,20.787,0.11193,0.09878,0.10536,0
624,20.821,0.11693,0.15789,0.13741,0
625,20.854,0.16553,0.1984,0.18196,0
626,20.888,0.2,0.23508,0.21754,0
627,20.921,0.19955,0.23686,0.21821,0
628,20.954,0.2127,0.25814,0.23542,0
629,20.988,0.2111,0.25002,0.23056,1
630,21.021,0.21042,0.25678,0.2336,0
631,21.054,0.21653,0.26076,0.23864,0
632,21.088,0.21871,0.26974,0.24422,0
633,21.121,0.22306,0.26455,0.24381,0
634,21.154,0.22908,0.27341,0.25125,0
635,21.188,0.22798,0.25758,0.24278,0
636,21.221,0.19496,0.22435,0.20966,0
637,21.255,0.18914,0.20396,0.19655,0
638,21.288,0.18499,0.19741,0.1912,0
639,21.321,0.16494,0.19595,0.18045,0
640,21.355,0.17764,0.19783,0.18774,0
641,21.388,0.16245,0.20678,0.18461,0
642,21.421,0.15125,0.1879,0.16958,0
643,21.455,0.14149,0.19724,0.16937,0
644,21.488,0.12371,0.18651,0.15511,0
645,21.521,0.13653,0.19122,0.16387,0
646,21.555,0.15098,0.18873,0.16985,0
647,21.588,0.1481,0.19698,0.17254,0
648,21.622,0.158,0.20815,0.18308,0
649,21.655,0.17051,0.21744,0.19398,0
650,21.688,0.16936,0.20443,0.18689,0
651,21.722,0.17807,0.21736,0.19772,0
652,21.755,0.20951,0.21238,0.21094,0
653,21.788,0.2144,0.23076,0.22258,0
654,21.822,0.21173,0.23902,0.22538,0
655,21.855,0.21038,0.24808,0.22923,1
656,21.889,0.21184,0.24817,0.23,0
657,21.922,0.21274,0.24918,0.23096,0
658,21.955,0.209,0.26101,0.23501,0
659,21.989,0.20804,0.25999,0.23402,0
660,22.022,0.2172,0.26223,0.23971,0
661,22.055,0.21828,0.2594,0.23884,0
662,22.089,0.19943,0.26478,0.23211,0
663,22.122,0.21687,0.26469,0.24078,0
664,22.155,0.21469,0.27042,0.24255,0
665,22.189,0.20613,0.27376,0.23995,0
666,22.222,0.20848,0.27522,0.24185,0
667,22.256,0.19351,0.2624,0.22795,0
668,22.289,0.17275,0.24114,0.20694,0
669,22.322,0.17485,0.25183,0.21334,0
670,22.356,0.17785,0.24245,0.21015,0
671,22.389,0.19142,0.26189,0.22665,0
672,22.422,0.18139,0.26607,0.22373,0
673,22.456,0.19308,0.25531,0.2242,0
674,22.489,0.15455,0.15521,0.15488,0
675,22.523,0.10782,0.06332,0.08557,0
676,22.556,0.07961,0.05275,0.06618,0
677,22.589,0.11846,0.06598,0.09222,0
678,22.623,0.13491,0.12197,0.12844,0
679,22.656,0.14691,0.18877,0.16784,0
680,22.689,0.18749,0.25117,0.21933,0
681,22.723,0.19621,0.26162,0.22891,0
682,22.756,0.20472,0.26546,0.23509,0
683,22.789,0.22241,0.27527,0.24884,1
684,22.823,0.21368,0.28628,0.24998,0
685,22.856,0.22382,0.28561,0.25471,0
686,22.89,0.21513,0.28263,0.24888,0
687,22.923,0.22377,0.28666,0.25522,0
688,22.956,0.22606,0.29012,0.25809,0
689,22.99,0.22263,0.28831,0.25547,0
690,23.023,0.23129,0.27708,0.25419,0
691,23.056,0.22964,0.2769,0.25327,0
692,23.09,0.23206,0.27407,0.25307,0
693,23.123,0.23849,0.27909,0.25879,0
694,23.156,0.23179,0.27302,0.25241,0
695,23.19,0.23926,0.26503,0.25215,0
696,23.223,0.17773,0.20814,0.19293,0
697,23.257,0.17378,0.18099,0.17739,0
698,23.29,0.16208,0.17215,0.16712,0
699,23.323,0.15055,0.14981,0.15018,0
700,23.357,0.14466,0.13398,0.13932,0
701,23.39,0.14002,0.13298,0.1365,0
702,23.423,0.13208,0.14053,0.1363,0
703,23.457,0.14772,0.14774,0.14773,0
704,23.49,0.18964,0.11954,0.15459,0
705,23.524,0.2337,0.20586,0.21978,0
706,23.557,0.22891,0.21694,0.22292,0
707,23.59,0.26585,0.26553,0.26569,0
708,23.624,0.42654,0.27314,0.34984,1
709,23.657,0.42877,0.27412,0.35144,0
710,23.69,0.32828,0.30651,0.31739,0
711,23.724,0.40758,0.30921,0.35839,0
712,23.757,0.39729,0.34564,0.37146,0
713,23.79,0.44382,0.34248,0.39315,0
714,23.824,0.37288,0.3417,0.35729,0
715,23.857,0.52671,0.33833,0.43252,0
716,23.891,0.52836,0.35009,0.43922,0
717,23.924,0.63983,0.37743,0.50863,0
718,23.957,0.604,0.34719,0.47559,0
719,23.991,0.70349,0.35786,0.53068,0
720,24.024,0.60743,0.35096,0.47919,0
721,24.057,0.6191,0.36861,0.49385,0
722,24.091,0.72378,0.37086,0.54732,0
723,24.124,0.5932,0.36244,0.47782,0
724,24.157,0.61296,0.33124,0.4721,0
725,24.191,0.72076,0.31164,0.5162,0
726,24.224,0.72708,0.19222,0.45965,0
727,24.258,0.59949,0.19272,0.3961,0
728,24.291,0.63711,0.14707,0.39209,0
729,24.324,0.47582,0.11749,0.29665,0
730,24.358,0.39559,0.12568,0.26064,0
731,24.391,0.32889,0.08692,0.2079,0
732,24.424,0.42372,0.06353,0.24363,0
733,24.458,0.24856,0.09576,0.17216,0
734,24.491,0.21484,0.1362,0.17552,0
735,24.524,0.27541,0.15954,0.21747,0
736,24.558,0.22263,0.17957,0.2011,0
737,24.591,0.24297,0.19778,0.22037,0
738,24.625,0.23019,0.21157,0.22088,0
739,24.658,0.22575,0.19847,0.21211,1
740,24.691,0.22311,0.21963,0.22137,0
741,24.725,0.22154,0.22351,0.22253,0
742,24.758,0.23959,0.22437,0.23198,0
743,24.791,0.23302,0.23401,0.23352,0
744,24.825,0.22809,0.23423,0.23116,0
745,24.858,0.22718,0.23865,0.23292,0
746,24.892,0.21405,0.22482,0.21943,0
747,24.925,0.21745,0.22124,0.21935,0
748,24.958,0.21835,0.22383,0.22109,0
749,24.992,0.21126,0.22866,0.21996,0
750,25.025,0.21128,0.2317,0.22149,0
751,25.058,0.20528,0.23024,0.21776,0
752,25.092,0.22101,0.22913,0.22507,0
753,25.125,0.21435,0.22747,0.22091,0
754,25.158,0.21589,0.22487,0.22038,0
755,25.192,0.20994,0.22252,0.21623,0
756,25.225,0.20263,0.21791,0.21027,0
757,25.259,0.20249,0.21839,0.21044,0
758,25.292,0.20436,0.22531,0.21483,0
759,25.325,0.2026,0.22311,0.21286,0
760,25.359,0.21406,0.2345,0.22428,0
761,25.392,0.21289,0.22728,0.22008,0
762,25.425,0.21565,0.2315,0.22357,0
763,25.459,0.21549,0.22791,0.2217,0
764,25.492,0.22167,0.22705,0.22436,0
765,25.526,0.22583,0.23648,0.23116,0
766,25.559,0.23031,0.23422,0.23227,0
767,25.592,0.22161,0.2274,0.22451,0
768,25.626,0.22401,0.23311,0.22856,0
769,25.659,0.22198,0.23337,0.22767,0
770,25.692,0.21994,0.22902,0.22448,0
771,25.726,0.21743,0.2282,0.22282,0
772,25.759,0.22254,0.22776,0.22515,0
773,25.792,0.21021,0.22487,0.21754,0
774,25.826,0.21439,0.22826,0.22132,0
775,25.859,0.21641,0.2333,0.22486,0
776,25.893,0.2112,0.23157,0.22139,0
777,25.926,0.21645,0.22797,0.22221,0
778,25.959,0.22473,0.23595,0.23034,0
779,25.993,0.22016,0.23885,0.22951,0
780,26.026,0.20477,0.23612,0.22044,0
781,26.059,0.19537,0.23901,0.21719,0
782,26.093,0.20674,0.23296,0.21985,0
783,26.126,0.20787,0.23169,0.21978,0
784,26.159,0.21498,0.22549,0.22024,0
785,26.193,0.21277,0.22911,0.22094,0
786,26.226,0.2154,0.23726,0.22633,0
787,26.26,0.20632,0.23679,0.22155,0
788,26.293,0.21447,0.23538,0.22492,0
789,26.326,0.20986,0.23312,0.22149,0
790,26.36,0.20102,0.2358,0.21841,0
791,26.393,0.19693,0.23269,0.21481,0
792,26.426,0.1947,0.2268,0.21075,0
793,26.46,0.19867,0.23066,0.21467,0
794,26.493,0.19443,0.23571,0.21507,0
795,26.527,0.2015,0.24014,0.22082,0
796,26.56,0.20208,0.22845,0.21527,0
797,26.593,0.20286,0.23114,0.217,0
798,26.627,0.20459,0.2326,0.21859,0
799,26.66,0.20641,0.23362,0.22001,0
800,26.693,0.20703,0.23303,0.22003,0
801,26.727,0.20922,0.23383,0.22152,0
802,26.76,0.21406,0.23422,0.22414,0
803,26.793,0.21158,0.23513,0.22336,0
804,26.827,0.20643,0.23309,0.21976,0
805,26.86,0.20409,0.23528,0.21968,0
806,26.894,0.20858,0.24564,0.22711,0
807,26.927,0.20783,0.24002,0.22392,0
808,26.96,0.20621,0.2421,0.22416,0
809,26.994,0.20725,0.24298,0.22512,0
810,27.027,0.21239,0.24319,0.22779,0
811,27.06,0.20955,0.24172,0.22563,0
812,27.094,0.22551,0.24788,0.2367,0
813,27.127,0.21547,0.24802,0.23175,0
814,27.16,0.20087,0.24235,0.22161,0
815,27.194,0.20703,0.23506,0.22104,0
816,27.227,0.20368,0.24232,0.223,0
817,27.261,0.21097,0.24121,0.22609,0
818,27.294,0.21164,0.23906,0.22535,0
819,27.327,0.20729,0.24636,0.22683,0
820,27.361,0.20998,0.24123,0.22561,0
821,27.394,0.20182,0.24315,0.22249,0
822,27.427,0.21245,0.24201,0.22723,0
823,27.461,0.21675,0.24807,0.23241,0
824,27.494,0.22358,0.24653,0.23505,0
825,27.527,0.21512,0.2429,0.22901,0
826,27.561,0.22136,0.24793,0.23464,0
827,27.594,0.22449,0.24909,0.23679,0
828,27.628,0.21772,0.24434,0.23103,0
829,27.661,0.22081,0.24796,0.23439,0
830,27.694,0.20913,0.24218,0.22566,0
831,27.728,0.21867,0.23853,0.2286,0
832,27.761,0.21832,0.23937,0.22885,0
833,27.794,0.21008,0.24517,0.22763,0
834,27.828,0.21275,0.22174,0.21724,0
835,27.861,0.17734,0.10063,0.13898,0
836,27.895,0.15454,0.09974,0.12714,0
837,27.928,0.20495,0.08338,0.14416,0
838,27.961,0.19007,0.12131,0.15569,0
839,27.995,0.22062,0.10876,0.16469,0
840,28.028,0.18506,0.18422,0.18464,0
841,28.061,0.32371,0.23324,0.27847,0
842,28.095,0.37839,0.2537,0.31604,1
843,28.128,0.40539,0.25956,0.33247,0
844,28.161,0.41583,0.26745,0.34164,0
845,28.195,0.4174,0.29314,0.35527,0
846,28.228,0.39036,0.30468,0.34752,0
847,28.262,0.41217,0.3021,0.35714,0
848,28.295,0.42603,0.30775,0.36689,0
849,28.328,0.40117,0.3028,0.35199,0
850,28.362,0.35697,0.31761,0.33729,0
851,28.395,0.33181,0.31099,0.3214,0
852,28.428,0.3503,0.3209,0.3356,0
853,28.462,0.33798,0.31471,0.32635,0
854,28.495,0.40011,0.29968,0.3499,0
855,28.529,0.32933,0.31397,0.32165,0
856,28.562,0.33762,0.31737,0.3275,0
857,28.595,0.35106,0.30005,0.32556,0
858,28.629,0.31915,0.31259,0.31587,0
859,28.662,0.34014,0.30739,0.32376,0
860,28.695,0.35478,0.31698,0.33588,0
861,28.729,0.33318,0.31833,0.32575,0
862,28.762,0.40454,0.31976,0.36215,0
863,28.795,0.34889,0.31754,0.33322,0
864,28.829,0.36326,0.31475,0.339,0
865,28.862,0.34909,0.32043,0.33476,0
866,28.896,0.35636,0.31585,0.3361,0
867,28.929,0.33609,0.31779,0.32694,0
868,28.962,0.37496,0.31048,0.34272,0
869,28.996,0.36152,0.33588,0.3487,0
870,29.029,0.37093,0.33325,0.35209,0
871,29.062,0.39803,0.32474,0.36139,0
872,29.096,0.37136,0.3237,0.34753,0
873,29.129,0.3616,0.32843,0.34501,0
874,29.162,0.39601,0.32996,0.36299,0
875,29.196,0.36276,0.33081,0.34678,0
876,29.229,0.43065,0.33097,0.38081,0
877,29.263,0.37569,0.33168,0.35369,0
878,29.296,0.36938,0.3246,0.34699,0
879,29.329,0.36969,0.32074,0.34521,0
880,29.363,0.41207,0.32895,0.37051,0
881,29.396,0.37561,0.29892,0.33727,0
882,29.429,0.3785,0.25826,0.31838,0
883,29.463,0.36983,0.11405,0.24194,0
884,29.496,0.38838,0.07283,0.23061,0
885,29.53,0.39624,0.06341,0.22983,0
886,29.563,0.27429,0.07952,0.1769,0
887,29.596,0.23446,0.09421,0.16433,0
888,29.63,0.2287,0.15488,0.19179,0
889,29.663,0.21219,0.17797,0.19508,0
890,29.696,0.24111,0.20005,0.22058,0
891,29.73,0.23906,0.21104,0.22505,0
892,29.763,0.22935,0.22736,0.22836,1
893,29.796,0.22136,0.21478,0.21807,0
894,29.83,0.2248,0.22568,0.22524,0
895,29.863,0.23849,0.22185,0.23017,0
896,29.897,0.22951,0.21643,0.22297,0
897,29.93,0.23529,0.2251,0.23019,0
898,29.963,0.24922,0.23603,0.24263,0
899,29.997,0.23907,0.23425,0.23666,0
900,30.03,0.22643,0.24465,0.23554,0
901,30.063,0.22769,0.23179,0.22974,0
902,30.097,0.21506,0.23015,0.2226,0
903,30.13,0.22624,0.23163,0.22893,0
904,30.163,0.22334,0.23414,0.22874,0
905,30.197,0.22911,0.23288,0.23099,0
906,30.23,0.22439,0.24233,0.23336,0
907,30.264,0.23247,0.23673,0.2346,0
908,30.297,0.22437,0.2332,0.22878,0
909,30.33,0.21181,0.22722,0.21951,0
910,30.364,0.21344,0.22399,0.21871,0
911,30.397,0.21097,0.22177,0.21637,0
912,30.43,0.19403,0.22373,0.20888,0
913,30.464,0.20857,0.2265,0.21753,0
914,30.497,0.1993,0.22277,0.21103,0
915,30.53,0.18652,0.21936,0.20294,0
916,30.564,0.19714,0.2209,0.20902,0
917,30.597,0.20617,0.22656,0.21637,0
918,30.631,0.18967,0.22932,0.2095,0
919,30.664,0.1934,0.22693,0.21017,0
920,30.697,0.18638,0.21911,0.20275,0
921,30.731,0.19777,0.22284,0.21031,0
922,30.764,0.1951,0.2158,0.20545,0
923,30.797,0.19033,0.21755,0.20394,0
924,30.831,0.20905,0.2187,0.21388,0
925,30.864,0.21052,0.22418,0.21735,1
926,30.898,0.2107,0.22887,0.21979,0
927,30.931,0.21337,0.2284,0.22088,0
928,30.964,0.21301,0.22067,0.21684,0
929,30.998,0.20647,0.22396,0.21521,0
930,31.031,0.2082,0.21665,0.21242,0
931,31.064,0.1951,0.22631,0.2107,0
932,31.098,0.20411,0.2191,0.21161,0
933,31.131,0.20984,0.22741,0.21863,0
934,31.164,0.20869,0.22985,0.21927,0
935,31.198,0.20891,0.22437,0.21664,0
936,31.231,0.20384,0.23033,0.21709,0
937,31.265,0.19513,0.22974,0.21244,0
938,31.298,0.20943,0.2288,0.21911,0
939,31.331,0.21068,0.23246,0.22157,0
940,31.365,0.20867,0.2284,0.21854,0
941,31.398,0.20955,0.22994,0.21975,0
942,31.431,0.21504,0.23286,0.22395,0
943,31.465,0.21031,0.23577,0.22304,0
944,31.498,0.21127,0.23885,0.22506,0
945,31.532,0.21187,0.23674,0.22431,0
946,31.565,0.20774,0.24362,0.22568,0
947,31.598,0.21038,0.23277,0.22158,0
948,31.632,0.21116,0.22932,0.22024,0
949,31.665,0.20917,0.2249,0.21704,0
950,31.698,0.20598,0.23312,0.21955,0
951,31.732,0.20267,0.2347,0.21868,0
952,31.765,0.21228,0.23015,0.22121,0
953,31.798,0.21854,0.23363,0.22609,0
954,31.832,0.21953,0.22789,0.22371,0
955,31.865,0.21646,0.23395,0.2252,0
956,31.899,0.22032,0.23058,0.22545,0
957,31.932,0.21602,0.23681,0.22641,0
958,31.965,0.2179,0.22849,0.22319,0
959,31.999,0.21835,0.2374,0.22787,0
960,32.032,0.21844,0.23798,0.22821,0
961,32.065,0.21659,0.23955,0.22807,0
962,32.099,0.21365,0.2361,0.22487,0
963,32.132,0.21152,0.2326,0.22206,0
964,32.165,0.21836,0.23635,0.22735,0
965,32.199,0.22537,0.23485,0.23011,0
966,32.232,0.21751,0.23712,0.22732,0
967,32.266,0.21563,0.23721,0.22642,0
968,32.299,0.22887,0.23828,0.23358,0
969,32.332,0.22254,0.23237,0.22746,0
970,32.366,0.21119,0.23581,0.2235,0
971,32.399,0.20766,0.23494,0.2213,0
972,32.432,0.20737,0.2403,0.22383,0
973,32.466,0.20835,0.24086,0.2246,0
974,32.499,0.20424,0.23149,0.21787,0
975,32.532,0.17303,0.2009,0.18696,0
976,32.566,0.10492,0.04163,0.07327,0
977,32.599,0.07282,0.03935,0.05608,0
978,32.633,0.07133,0.03388,0.0526,0
979,32.666,0.09741,0.08719,0.0923,0
980,32.699,0.12973,0.0907,0.11021,0
981,32.733,0.1494,0.12185,0.13563,0
982,32.766,0.14555,0.16919,0.15737,0
983,32.799,0.15127,0.1971,0.17419,0
984,32.833,0.18827,0.20566,0.19697,0
985,32.866,0.18499,0.20951,0.19725,0
986,32.9,0.18709,0.21158,0.19933,0
987,32.933,0.18777,0.21076,0.19926,0
988,32.966,0.20014,0.22602,0.21308,0
989,33.0,0.19786,0.22442,0.21114,0
990,33.033,0.20345,0.22454,0.214,0
991,33.066,0.2021,0.21758,0.20984,0
992,33.1,0.20606,0.22734,0.2167,1
993,33.133,0.20456,0.22255,0.21356,0
994,33.166,0.20404,0.22998,0.21701,0
995,33.2,0.20819,0.22513,0.21666,0
996,33.233,0.20589,0.22634,0.21612,0
997,33.267,0.20253,0.22137,0.21195,0
998,33.3,0.20356,0.23196,0.21776,0
999,33.333,0.20891,0.23041,0.21966,0
1000,33.367,0.20886,0.23064,0.21975,0
1001,33.4,0.205,0.23751,0.22125,0
1002,33.433,0.20045,0.23093,0.21569,0
1003,33.467,0.2088,0.23219,0.22049,0
1004,33.5,0.20446,0.2314,0.21793,0
1005,33.534,0.19808,0.22985,0.21397,0
1006,33.567,0.2083,0.23082,0.21956,0
1007,33.6,0.20943,0.23001,0.21972,0
1008,33.634,0.20519,0.24536,0.22528,0
1009,33.667,0.20954,0.24145,0.2255,0
1010,33.7,0.21713,0.23995,0.22854,0
1011,33.734,0.2208,0.24069,0.23075,0
1012,33.767,0.21765,0.24071,0.22918,0
1013,33.8,0.21136,0.245,0.22818,0
1014,33.834,0.21265,0.23496,0.2238,0
1015,33.867,0.21016,0.23481,0.22248,0
1016,33.901,0.21759,0.2325,0.22505,0
1017,33.934,0.2168,0.23352,0.22516,0
1018,33.967,0.21254,0.23634,0.22444,0
1019,34.001,0.21262,0.23846,0.22554,0
1020,34.034,0.22329,0.24892,0.2361,0
1021,34.067,0.21696,0.24546,0.23121,0
1022,34.101,0.22091,0.25067,0.23579,0
1023,34.134,0.22259,0.25822,0.2404,0
1024,34.167,0.22561,0.2598,0.2427,0
1025,34.201,0.23805,0.24873,0.24339,0
1026,34.234,0.22778,0.25369,0.24073,0
1027,34.268,0.21559,0.2485,0.23204,0
1028,34.301,0.22902,0.24805,0.23854,0
1029,34.334,0.22254,0.24793,0.23524,0
1030,34.368,0.21797,0.23799,0.22798,0
1031,34.401,0.21097,0.24767,0.22932,0
1032,34.434,0.21588,0.24407,0.22997,0
1033,34.468,0.21671,0.24281,0.22976,0
1034,34.501,0.20918,0.25009,0.22964,0
1035,34.535,0.22224,0.25087,0.23656,0
1036,34.568,0.22388,0.25195,0.23792,0
1037,34.601,0.22713,0.25446,0.2408,0
1038,34.635,0.22809,0.24998,0.23903,0
1039,34.668,0.22477,0.23481,0.22979,0
1040,34.701,0.21839,0.2359,0.22714,0
1041,34.735,0.21937,0.2468,0.23309,0
1042,34.768,0.22076,0.2338,0.22728,0
1043,34.801,0.21434,0.23665,0.22549,0
1044,34.835,0.21146,0.2371,0.22428,0
1045,34.868,0.21171,0.23257,0.22214,0
1046,34.902,0.21931,0.22758,0.22344,0
1047,34.935,0.21422,0.22938,0.2218,0
1048,34.968,0.2201,0.23219,0.22615,0
1049,35.002,0.21642,0.23408,0.22525,0
1050,35.035,0.21389,0.22132,0.2176,0
1051,35.068,0.14085,0.16895,0.1549,0
1052,35.102,0.16147,0.17657,0.16902,0
1053,35.135,0.15415,0.16422,0.15918,0
1054,35.168,0.1603,0.15203,0.15617,0
1055,35.202,0.13177,0.12114,0.12645,0
1056,35.235,0.15394,0.14998,0.15196,0
1057,35.269,0.13937,0.14202,0.14069,0
1058,35.302,0.15547,0.15517,0.15532,0
1059,35.335,0.11871,0.15397,0.13634,0
1060,35.369,0.13686,0.17134,0.1541,0
1061,35.402,0.18385,0.14463,0.16424,0
1062,35.435,0.16193,0.18795,0.17494,0
1063,35.469,0.17758,0.21253,0.19506,0
1064,35.502,0.19334,0.22298,0.20816,0
1065,35.535,0.20034,0.23656,0.21845,0
1066,35.569,0.20249,0.23205,0.21727,0
1067,35.602,0.21065,0.23528,0.22297,1
1068,35.636,0.22079,0.23781,0.2293,0
1069,35.669,0.22567,0.24011,0.23289,0
1070,35.702,0.22014,0.24111,0.23063,0
1071,35.736,0.21799,0.2459,0.23194,0
1072,35.769,0.22826,0.24654,0.2374,0
1073,35.802,0.22435,0.24892,0.23664,0
1074,35.836,0.23642,0.24882,0.24262,0
1075,35.869,0.23228,0.24857,0.24043,0
1076,35.903,0.23207,0.24463,0.23835,0
1077,35.936,0.22668,0.24402,0.23535,0
1078,35.969,0.22596,0.23945,0.2327,0
1079,36.003,0.22351,0.23716,0.23033,0
1080,36.036,0.22589,0.23719,0.23154,0
1081,36.069,0.23019,0.23632,0.23326,0
1082,36.103,0.22666,0.24191,0.23429,0
1083,36.136,0.22258,0.24235,0.23247,0
1084,36.169,0.22691,0.24242,0.23467,0
1085,36.203,0.23504,0.24227,0.23865,0
1086,36.236,0.23727,0.2444,0.24083,0
1087,36.27,0.2361,0.24403,0.24007,0
1088,36.303,0.24266,0.24583,0.24424,0
1089,36.336,0.23288,0.24677,0.23983,0
1090,36.37,0.23469,0.2417,0.2382,0
1091,36.403,0.22826,0.2435,0.23588,0
1092,36.436,0.23178,0.24314,0.23746,0
1093,36.47,0.23751,0.24238,0.23995,0
1094,36.503,0.23627,0.24943,0.24285,0
1095,36.537,0.23806,0.25204,0.24505,0
1096,36.57,0.23388,0.24249,0.23819,0
1097,36.603,0.2308,0.23803,0.23441,0
1098,36.637,0.23721,0.23998,0.23859,0
1099,36.67,0.22857,0.2449,0.23673,0
1100,36.703,0.22228,0.23582,0.22905,0
1101,36.737,0.22642,0.23907,0.23275,0
1102,36.77,0.23252,0.24912,0.24082,0
1103,36.803,0.23765,0.24976,0.2437,0
1104,36.837,0.16638,0.14178,0.15408,0
1105,36.87,0.06827,0.0356,0.05193,0
1106,36.904,0.05436,0.04285,0.04861,0
1107,36.937,0.10876,0.06464,0.0867,0
1108,36.97,0.16517,0.11638,0.14078,0
1109,37.004,0.20459,0.18581,0.1952,0
1110,37.037,0.20432,0.22597,0.21515,0
1111,37.07,0.20714,0.22944,0.21829,0
1112,37.104,0.22345,0.24191,0.23268,0
1113,37.137,0.23981,0.24818,0.244,1
1114,37.17,0.23833,0.25573,0.24703,0
1115,37.204,0.24031,0.25891,0.24961,0
1116,37.237,0.23789,0.26127,0.24958,0
1117,37.271,0.24072,0.26218,0.25145,0
1118,37.304,0.23758,0.27057,0.25407,0
1119,37.337,0.25589,0.27207,0.26398,0
1120,37.371,0.2488,0.27763,0.26322,0
1121,37.404,0.24074,0.26967,0.2552,0
1122,37.437,0.25045,0.26351,0.25698,0
1123,37.471,0.25173,0.27663,0.26418,0
1124,37.504,0.26183,0.28497,0.2734,0
1125,37.538,0.25408,0.29069,0.27238,0
1126,37.571,0.25641,0.28872,0.27256,0
1127,37.604,0.25783,0.28026,0.26905,0
1128,37.638,0.26704,0.28338,0.27521,0
1129,37.671,0.25544,0.28333,0.26939,0
1130,37.704,0.25379,0.29458,0.27418,0
1131,37.738,0.24153,0.2656,0.25357,0
1132,37.771,0.10243,0.07352,0.08797,0
1133,37.804,0.06713,0.03857,0.05285,0
1134,37.838,0.06887,0.04096,0.05492,0
1135,37.871,0.09636,0.05839,0.07738,0
1136,37.905,0.15108,0.11408,0.13258,0
1137,37.938,0.1903,0.19538,0.19284,0
1138,37.971,0.21597,0.22667,0.22132,0
1139,38.005,0.21999,0.23311,0.22655,0
1140,38.038,0.23773,0.24608,0.24191,0
1141,38.071,0.23644,0.25197,0.24421,1
1142,38.105,0.22555,0.25556,0.24055,0
1143,38.138,0.20534,0.2551,0.23022,0
1144,38.171,0.20085,0.23808,0.21947,0
1145,38.205,0.21621,0.23249,0.22435,0
1146,38.238,0.21752,0.23196,0.22474,0
1147,38.272,0.21136,0.24134,0.22635,0
1148,38.305,0.20322,0.23097,0.21709,0
1149,38.338,0.17819,0.22693,0.20256,0
1150,38.372,0.19057,0.23793,0.21425,0
1151,38.405,0.19668,0.23693,0.2168,0
1152,38.438,0.20724,0.23179,0.21952,0
1153,38.472,0.20849,0.23438,0.22143,0
1154,38.505,0.21448,0.23291,0.2237,0
1155,38.538,0.2234,0.24333,0.23337,0
1156,38.572,0.21129,0.23794,0.22461,0
1157,38.605,0.20564,0.23963,0.22263,0
1158,38.639,0.20153,0.24595,0.22374,0
1159,38.672,0.20993,0.24116,0.22555,0
1160,38.705,0.21023,0.23756,0.2239,0
1161,38.739,0.21944,0.23807,0.22875,0
1162,38.772,0.22166,0.25794,0.2398,0
1163,38.805,0.2435,0.26128,0.25239,0
1164,38.839,0.24103,0.25642,0.24872,0
1165,38.872,0.24362,0.26883,0.25622,0
1166,38.906,0.24103,0.27212,0.25657,0
1167,38.939,0.24963,0.27462,0.26213,0
1168,38.972,0.26168,0.28241,0.27204,0
1169,39.006,0.25541,0.28074,0.26807,0
1170,39.039,0.25339,0.27951,0.26645,0
1171,39.072,0.25676,0.27427,0.26551,0
1172,39.106,0.26701,0.27913,0.27307,0
1173,39.139,0.26823,0.27969,0.27396,0
1174,39.172,0.26304,0.28358,0.27331,0
1175,39.206,0.25239,0.28978,0.27108,0
1176,39.239,0.26569,0.28687,0.27628,0
1177,39.273,0.2692,0.28888,0.27904,0
1178,39.306,0.25414,0.28581,0.26998,0
1179,39.339,0.25474,0.2818,0.26827,0
1180,39.373,0.25414,0.2825,0.26832,0
1181,39.406,0.26312,0.28376,0.27344,0
1182,39.439,0.26153,0.30301,0.28227,0
1183,39.473,0.26482,0.29685,0.28083,0
1184,39.506,0.27874,0.29181,0.28527,0
1185,39.54,0.27479,0.28085,0.27782,0
1186,39.573,0.27473,0.28811,0.28142,0
1187,39.606,0.2513,0.28842,0.26986,0
1188,39.64,0.25724,0.28092,0.26908,0
1189,39.673,0.25152,0.28382,0.26767,0
1190,39.706,0.26471,0.28953,0.27712,0
1191,39.74,0.25416,0.28429,0.26922,0
1192,39.773,0.24544,0.27818,0.26181,0
1193,39.806,0.19397,0.18743,0.1907,0
1194,39.84,0.09222,0.06142,0.07682,0
1195,39.873,0.09037,0.0843,0.08733,0
1196,39.907,0.15821,0.13648,0.14735,0
1197,39.94,0.20647,0.20277,0.20462,0
1198,39.973,0.22181,0.22711,0.22446,0
1199,40.007,0.21985,0.23906,0.22945,0
