frame,time_sec,left_ratio,right_ratio,avg_ratio,blink_event
1200,40.04,0.22014,0.25151,0.23583,0
1201,40.073,0.22771,0.25008,0.2389,1
1202,40.107,0.23381,0.27018,0.25199,0
1203,40.14,0.25473,0.26684,0.26079,0
1204,40.173,0.23875,0.26119,0.24997,0
1205,40.207,0.24082,0.26687,0.25384,0
1206,40.24,0.23874,0.27027,0.2545,0
1207,40.274,0.24395,0.26859,0.25627,0
1208,40.307,0.2565,0.26503,0.26076,0
1209,40.34,0.25232,0.26598,0.25915,0
1210,40.374,0.25029,0.2661,0.2582,0
1211,40.407,0.24559,0.26548,0.25553,0
1212,40.44,0.22945,0.26963,0.24954,0
1213,40.474,0.24604,0.26383,0.25494,0
1214,40.507,0.24449,0.26391,0.2542,0
1215,40.541,0.24082,0.26283,0.25182,0
1216,40.574,0.25243,0.27821,0.26532,0
1217,40.607,0.24528,0.27054,0.25791,0
1218,40.641,0.2449,0.26686,0.25588,0
1219,40.674,0.25066,0.26571,0.25818,0
1220,40.707,0.2393,0.28222,0.26076,0
1221,40.741,0.25306,0.26769,0.26038,0
1222,40.774,0.24163,0.27797,0.2598,0
1223,40.807,0.25021,0.26878,0.25949,0
1224,40.841,0.24992,0.27841,0.26416,0
1225,40.874,0.25814,0.26821,0.26318,0
1226,40.908,0.2559,0.27706,0.26648,0
1227,40.941,0.26347,0.27331,0.26839,0
1228,40.974,0.25585,0.26561,0.26073,0
1229,41.008,0.25947,0.26381,0.26164,0
1230,41.041,0.25601,0.2692,0.2626,0
1231,41.074,0.24928,0.26552,0.2574,0
1232,41.108,0.25536,0.26788,0.26162,0
1233,41.141,0.2565,0.26543,0.26096,0
1234,41.174,0.24641,0.273,0.2597,0
1235,41.208,0.24781,0.27284,0.26032,0
1236,41.241,0.24621,0.27218,0.2592,0
1237,41.275,0.25285,0.27296,0.26291,0
1238,41.308,0.25369,0.27209,0.26289,0
1239,41.341,0.24804,0.26609,0.25707,0
1240,41.375,0.24096,0.26592,0.25344,0
1241,41.408,0.24409,0.26604,0.25507,0
1242,41.441,0.23922,0.27445,0.25683,0
1243,41.475,0.25589,0.26874,0.26232,0
1244,41.508,0.25283,0.27078,0.2618,0
1245,41.541,0.24976,0.26521,0.25749,0
1246,41.575,0.23397,0.26883,0.2514,0
1247,41.608,0.24628,0.26918,0.25773,0
1248,41.642,0.24053,0.26887,0.2547,0
1249,41.675,0.25562,0.27303,0.26433,0
1250,41.708,0.23406,0.26724,0.25065,0
1251,41.742,0.23815,0.26937,0.25376,0
1252,41.775,0.25244,0.26814,0.26029,0
1253,41.808,0.24657,0.26932,0.25795,0
1254,41.842,0.23426,0.269,0.25163,0
1255,41.875,0.23869,0.26126,0.24998,0
1256,41.909,0.24471,0.26948,0.2571,0
1257,41.942,0.23757,0.27614,0.25686,0
1258,41.975,0.24926,0.27533,0.26229,0
1259,42.009,0.25125,0.26265,0.25695,0
1260,42.042,0.24826,0.26919,0.25872,0
1261,42.075,0.23794,0.26417,0.25106,0
1262,42.109,0.24487,0.27033,0.2576,0
1263,42.142,0.25135,0.26633,0.25884,0
1264,42.175,0.24826,0.25877,0.25352,0
1265,42.209,0.25584,0.26326,0.25955,0
1266,42.242,0.24987,0.26307,0.25647,0
1267,42.276,0.24774,0.26123,0.25449,0
1268,42.309,0.23896,0.26522,0.25209,0
1269,42.342,0.255,0.25925,0.25712,0
1270,42.376,0.23964,0.26124,0.25044,0
1271,42.409,0.24854,0.26506,0.2568,0
1272,42.442,0.23943,0.26365,0.25154,0
1273,42.476,0.25043,0.2641,0.25727,0
1274,42.509,0.23982,0.2679,0.25386,0
1275,42.543,0.25372,0.25842,0.25607,0
1276,42.576,0.25345,0.26633,0.25989,0
1277,42.609,0.24867,0.26469,0.25668,0
1278,42.643,0.2492,0.26304,0.25612,0
1279,42.676,0.2438,0.26425,0.25402,0
1280,42.709,0.23404,0.26303,0.24853,0
1281,42.743,0.23666,0.26086,0.24876,0
1282,42.776,0.23973,0.2668,0.25327,0
1283,42.809,0.24009,0.2634,0.25175,0
1284,42.843,0.23688,0.26129,0.24908,0
1285,42.876,0.24045,0.26754,0.254,0
1286,42.91,0.24788,0.26855,0.25821,0
1287,42.943,0.23381,0.26882,0.25131,0
1288,42.976,0.24396,0.26692,0.25544,0
1289,43.01,0.24309,0.26723,0.25516,0
1290,43.043,0.25595,0.26333,0.25964,0
1291,43.076,0.24474,0.26106,0.2529,0
1292,43.11,0.23904,0.26438,0.25171,0
1293,43.143,0.23798,0.2646,0.25129,0
1294,43.176,0.24465,0.26307,0.25386,0
1295,43.21,0.23792,0.26144,0.24968,0
1296,43.243,0.24697,0.25967,0.25332,0
1297,43.277,0.24047,0.25199,0.24623,0
1298,43.31,0.25106,0.26306,0.25706,0
1299,43.343,0.23744,0.25499,0.24622,0
1300,43.377,0.24807,0.26071,0.25439,0
1301,43.41,0.23791,0.26031,0.24911,0
1302,43.443,0.24254,0.25784,0.25019,0
1303,43.477,0.24461,0.25568,0.25014,0
1304,43.51,0.24224,0.26305,0.25264,0
1305,43.544,0.24589,0.26178,0.25384,0
1306,43.577,0.24487,0.26679,0.25583,0
1307,43.61,0.24743,0.26191,0.25467,0
1308,43.644,0.24769,0.26778,0.25774,0
1309,43.677,0.24506,0.26469,0.25487,0
1310,43.71,0.24059,0.26763,0.25411,0
1311,43.744,0.24608,0.26077,0.25343,0
1312,43.777,0.23639,0.26742,0.25191,0
1313,43.81,0.25049,0.26572,0.2581,0
1314,43.844,0.24859,0.2634,0.25599,0
1315,43.877,0.24163,0.26919,0.25541,0
1316,43.911,0.25024,0.26609,0.25816,0
1317,43.944,0.23559,0.27219,0.25389,0
1318,43.977,0.24224,0.26435,0.2533,0
1319,44.011,0.24452,0.26421,0.25436,0
1320,44.044,0.24888,0.26728,0.25808,0
1321,44.077,0.2599,0.2596,0.25975,0
1322,44.111,0.24824,0.26225,0.25525,0
1323,44.144,0.25217,0.25773,0.25495,0
1324,44.177,0.24111,0.27219,0.25665,0
1325,44.211,0.2483,0.27267,0.26049,0
1326,44.244,0.24937,0.26669,0.25803,0
1327,44.278,0.24273,0.26742,0.25508,0
1328,44.311,0.2399,0.26334,0.25162,0
1329,44.344,0.24547,0.26222,0.25385,0
1330,44.378,0.25157,0.26201,0.25679,0
1331,44.411,0.25157,0.25859,0.25508,0
1332,44.444,0.24413,0.26869,0.25641,0
1333,44.478,0.25845,0.27026,0.26436,0
1334,44.511,0.24933,0.2728,0.26107,0
1335,44.544,0.25523,0.26379,0.25951,0
1336,44.578,0.24696,0.25682,0.25189,0
1337,44.611,0.25771,0.25809,0.2579,0
1338,44.645,0.26187,0.27331,0.26759,0
1339,44.678,0.25284,0.25944,0.25614,0
1340,44.711,0.25691,0.26013,0.25852,0
1341,44.745,0.2559,0.26485,0.26038,0
1342,44.778,0.24692,0.26263,0.25477,0
1343,44.811,0.25129,0.26299,0.25714,0
1344,44.845,0.25815,0.26467,0.26141,0
1345,44.878,0.24343,0.25904,0.25124,0
1346,44.912,0.25545,0.27142,0.26343,0
1347,44.945,0.2525,0.25836,0.25543,0
1348,44.978,0.24594,0.26054,0.25324,0
1349,45.012,0.24701,0.26304,0.25503,0
1350,45.045,0.24801,0.26504,0.25652,0
1351,45.078,0.24808,0.25962,0.25385,0
1352,45.112,0.25379,0.26439,0.25909,0
1353,45.145,0.25355,0.261,0.25727,0
1354,45.178,0.24997,0.25651,0.25324,0
1355,45.212,0.24314,0.26095,0.25204,0
1356,45.245,0.24086,0.26409,0.25248,0
1357,45.279,0.24636,0.26542,0.25589,0
1358,45.312,0.24287,0.25683,0.24985,0
1359,45.345,0.25543,0.26152,0.25847,0
1360,45.379,0.2459,0.2543,0.2501,0
1361,45.412,0.24281,0.26588,0.25435,0
1362,45.445,0.25064,0.25801,0.25433,0
1363,45.479,0.25481,0.25924,0.25703,0
1364,45.512,0.24516,0.25375,0.24945,0
1365,45.546,0.24979,0.26656,0.25817,0
1366,45.579,0.25369,0.26168,0.25769,0
1367,45.612,0.2475,0.25959,0.25354,0
1368,45.646,0.25266,0.25534,0.254,0
1369,45.679,0.24569,0.26522,0.25546,0
1370,45.712,0.24066,0.26881,0.25473,0
1371,45.746,0.23937,0.26224,0.25081,0
1372,45.779,0.2436,0.25223,0.24792,0
1373,45.812,0.23965,0.26058,0.25012,0
1374,45.846,0.24956,0.25896,0.25426,0
1375,45.879,0.24248,0.25909,0.25079,0
1376,45.913,0.25655,0.25292,0.25474,0
1377,45.946,0.25306,0.25843,0.25574,0
1378,45.979,0.25435,0.2631,0.25872,0
1379,46.013,0.25169,0.26523,0.25846,0
1380,46.046,0.25649,0.25995,0.25822,0
1381,46.079,0.25654,0.26274,0.25964,0
1382,46.113,0.25242,0.2658,0.25911,0
1383,46.146,0.25694,0.26002,0.25848,0
1384,46.179,0.24046,0.26096,0.25071,0
1385,46.213,0.24392,0.26515,0.25453,0
1386,46.246,0.25246,0.26062,0.25654,0
1387,46.28,0.24656,0.25629,0.25143,0
1388,46.313,0.25666,0.26947,0.26306,0
1389,46.346,0.24482,0.26994,0.25738,0
1390,46.38,0.24429,0.26876,0.25652,0
1391,46.413,0.23604,0.26762,0.25183,0
1392,46.446,0.2471,0.262,0.25455,0
1393,46.48,0.24707,0.26108,0.25407,0
1394,46.513,0.25045,0.26472,0.25759,0
1395,46.547,0.25597,0.27037,0.26317,0
1396,46.58,0.24966,0.27734,0.2635,0
1397,46.613,0.25284,0.265,0.25892,0
1398,46.647,0.2535,0.25894,0.25622,0
1399,46.68,0.23978,0.25927,0.24953,0
1400,46.713,0.2485,0.26511,0.25681,0
1401,46.747,0.23834,0.26118,0.24976,0
1402,46.78,0.25407,0.26648,0.26027,0
1403,46.813,0.24755,0.25988,0.25372,0
1404,46.847,0.24153,0.26045,0.25099,0
1405,46.88,0.2466,0.26001,0.2533,0
1406,46.914,0.24193,0.26763,0.25478,0
1407,46.947,0.24562,0.26959,0.2576,0
1408,46.98,0.25154,0.26447,0.258,0
1409,47.014,0.25116,0.26172,0.25644,0
1410,47.047,0.25732,0.25913,0.25822,0
1411,47.08,0.2588,0.25773,0.25826,0
1412,47.114,0.25511,0.26662,0.26086,0
1413,47.147,0.24282,0.26255,0.25268,0
1414,47.18,0.25175,0.25761,0.25468,0
1415,47.214,0.24624,0.25913,0.25268,0
1416,47.247,0.2521,0.26632,0.25921,0
1417,47.281,0.25108,0.26236,0.25672,0
1418,47.314,0.25242,0.2535,0.25296,0
1419,47.347,0.24418,0.25888,0.25153,0
1420,47.381,0.25099,0.25721,0.2541,0
1421,47.414,0.24212,0.26296,0.25254,0
1422,47.447,0.24927,0.25744,0.25335,0
1423,47.481,0.24425,0.26412,0.25419,0
1424,47.514,0.25979,0.26029,0.26004,0
1425,47.547,0.25536,0.27124,0.2633,0
1426,47.581,0.24945,0.26092,0.25518,0
1427,47.614,0.24594,0.26845,0.25719,0
1428,47.648,0.25857,0.26486,0.26171,0
1429,47.681,0.25531,0.26176,0.25853,0
1430,47.714,0.26209,0.25735,0.25972,0
1431,47.748,0.26042,0.26342,0.26192,0
1432,47.781,0.25106,0.26783,0.25945,0
1433,47.814,0.24178,0.27249,0.25713,0
1434,47.848,0.258,0.26598,0.26199,0
1435,47.881,0.26798,0.26517,0.26657,0
1436,47.915,0.25683,0.26167,0.25925,0
1437,47.948,0.25216,0.26248,0.25732,0
1438,47.981,0.25303,0.26726,0.26015,0
1439,48.015,0.2514,0.26181,0.2566,0
1440,48.048,0.25506,0.26218,0.25862,0
1441,48.081,0.26452,0.26115,0.26283,0
1442,48.115,0.26372,0.26095,0.26233,0
1443,48.148,0.2626,0.26373,0.26316,0
1444,48.181,0.24179,0.26661,0.2542,0
1445,48.215,0.2455,0.2654,0.25545,0
1446,48.248,0.25925,0.27021,0.26473,0
1447,48.282,0.25392,0.27308,0.2635,0
1448,48.315,0.26949,0.274,0.27174,0
1449,48.348,0.25831,0.27373,0.26602,0
1450,48.382,0.26488,0.271,0.26794,0
1451,48.415,0.25327,0.26308,0.25818,0
1452,48.448,0.26192,0.26793,0.26493,0
1453,48.482,0.25603,0.26087,0.25845,0
1454,48.515,0.24857,0.27474,0.26165,0
1455,48.549,0.26018,0.26712,0.26365,0
1456,48.582,0.26011,0.26634,0.26323,0
1457,48.615,0.25889,0.26178,0.26034,0
1458,48.649,0.25191,0.27114,0.26152,0
1459,48.682,0.25978,0.27508,0.26743,0
1460,48.715,0.24296,0.27044,0.2567,0
1461,48.749,0.25262,0.26425,0.25844,0
1462,48.782,0.2495,0.26718,0.25834,0
1463,48.815,0.2634,0.25766,0.26053,0
1464,48.849,0.25912,0.26174,0.26043,0
1465,48.882,0.24589,0.26249,0.25419,0
1466,48.916,0.24377,0.26854,0.25615,0
1467,48.949,0.2514,0.27087,0.26113,0
1468,48.982,0.2556,0.2753,0.26545,0
1469,49.016,0.25299,0.27808,0.26554,0
1470,49.049,0.24274,0.27298,0.25786,0
1471,49.082,0.25311,0.26746,0.26028,0
1472,49.116,0.25104,0.26753,0.25929,0
1473,49.149,0.24476,0.27555,0.26016,0
1474,49.182,0.25047,0.26856,0.25952,0
1475,49.216,0.24414,0.2674,0.25577,0
1476,49.249,0.24609,0.2668,0.25644,0
1477,49.283,0.24794,0.25966,0.2538,0
1478,49.316,0.25367,0.26674,0.2602,0
1479,49.349,0.25305,0.27114,0.2621,0
1480,49.383,0.25257,0.27223,0.2624,0
1481,49.416,0.25113,0.2715,0.26131,0
1482,49.449,0.25346,0.26232,0.25789,0
1483,49.483,0.25603,0.2636,0.25981,0
1484,49.516,0.24852,0.25923,0.25387,0
1485,49.55,0.2587,0.26941,0.26405,0
1486,49.583,0.2553,0.27039,0.26284,0
1487,49.616,0.25068,0.26492,0.2578,0
1488,49.65,0.25933,0.26314,0.26123,0
1489,49.683,0.25642,0.26377,0.2601,0
1490,49.716,0.25489,0.26275,0.25882,0
1491,49.75,0.25878,0.26097,0.25987,0
1492,49.783,0.25704,0.26479,0.26091,0
1493,49.816,0.258,0.26779,0.2629,0
1494,49.85,0.25108,0.26124,0.25616,0
1495,49.883,0.24957,0.26677,0.25817,0
1496,49.917,0.25202,0.2651,0.25856,0
1497,49.95,0.25622,0.26428,0.26025,0
1498,49.983,0.24592,0.26685,0.25639,0
1499,50.017,0.25378,0.26159,0.25769,0
1500,50.05,0.24917,0.27135,0.26026,0
1501,50.083,0.25587,0.26986,0.26286,0
1502,50.117,0.24817,0.27207,0.26012,0
1503,50.15,0.24706,0.2651,0.25608,0
1504,50.183,0.24967,0.26904,0.25936,0
1505,50.217,0.25818,0.26625,0.26221,0
1506,50.25,0.25561,0.26623,0.26092,0
1507,50.284,0.25913,0.25848,0.2588,0
1508,50.317,0.25416,0.25824,0.2562,0
1509,50.35,0.26284,0.27216,0.2675,0
1510,50.384,0.25366,0.2667,0.26018,0
1511,50.417,0.25384,0.26573,0.25979,0
1512,50.45,0.24838,0.26335,0.25587,0
1513,50.484,0.24817,0.26587,0.25702,0
1514,50.517,0.2496,0.2665,0.25805,0
1515,50.55,0.25302,0.27199,0.2625,0
1516,50.584,0.24547,0.26137,0.25342,0
1517,50.617,0.26167,0.26103,0.26135,0
1518,50.651,0.24959,0.26587,0.25773,0
1519,50.684,0.24942,0.25685,0.25313,0
1520,50.717,0.24779,0.25315,0.25047,0
1521,50.751,0.25275,0.25651,0.25463,0
1522,50.784,0.24269,0.25841,0.25055,0
1523,50.817,0.25011,0.25735,0.25373,0
1524,50.851,0.25005,0.26094,0.2555,0
1525,50.884,0.23917,0.26445,0.25181,0
1526,50.918,0.24062,0.27639,0.25851,0
1527,50.951,0.24285,0.27153,0.25719,0
1528,50.984,0.24919,0.26914,0.25917,0
1529,51.018,0.25048,0.26566,0.25807,0
1530,51.051,0.25293,0.25562,0.25428,0
1531,51.084,0.26744,0.2635,0.26547,0
1532,51.118,0.24524,0.25858,0.25191,0
1533,51.151,0.2511,0.26088,0.25599,0
1534,51.184,0.26035,0.25615,0.25825,0
1535,51.218,0.25427,0.25473,0.2545,0
1536,51.251,0.23176,0.24317,0.23747,0
1537,51.285,0.21977,0.22394,0.22185,0
1538,51.318,0.20781,0.20842,0.20811,0
1539,51.351,0.18537,0.20151,0.19344,0
1540,51.385,0.14568,0.11767,0.13168,0
1541,51.418,0.13833,0.1037,0.12102,0
1542,51.451,0.14425,0.12934,0.1368,0
1543,51.485,0.16287,0.15313,0.158,0
1544,51.518,0.12909,0.09442,0.11175,0
1545,51.552,0.0575,0.07214,0.06482,0
1546,51.585,0.07649,0.05722,0.06686,0
1547,51.618,0.11004,0.09856,0.1043,0
1548,51.652,0.17438,0.15595,0.16517,0
1549,51.685,0.20668,0.18529,0.19598,0
1550,51.718,0.21472,0.19886,0.20679,0
1551,51.752,0.21746,0.22461,0.22103,0
1552,51.785,0.22134,0.23944,0.23039,0
1553,51.818,0.23195,0.24764,0.2398,1
1554,51.852,0.22587,0.23218,0.22902,0
1555,51.885,0.23053,0.23685,0.23369,0
1556,51.919,0.22778,0.24693,0.23736,0
1557,51.952,0.22306,0.24754,0.2353,0
1558,51.985,0.23177,0.25326,0.24252,0
1559,52.019,0.23386,0.24994,0.2419,0
1560,52.052,0.24091,0.24502,0.24296,0
1561,52.085,0.23382,0.23785,0.23584,0
1562,52.119,0.24511,0.23999,0.24255,0
1563,52.152,0.23038,0.24033,0.23535,0
1564,52.185,0.23617,0.25614,0.24615,0
1565,52.219,0.24162,0.25614,0.24888,0
1566,52.252,0.24161,0.25853,0.25007,0
1567,52.286,0.23558,0.25606,0.24582,0
1568,52.319,0.23796,0.25456,0.24626,0
1569,52.352,0.22915,0.25387,0.24151,0
1570,52.386,0.23097,0.24775,0.23936,0
1571,52.419,0.24066,0.24705,0.24386,0
1572,52.452,0.22991,0.24931,0.23961,0
1573,52.486,0.2382,0.24919,0.2437,0
1574,52.519,0.2431,0.25662,0.24986,0
1575,52.553,0.24681,0.24257,0.24469,0
1576,52.586,0.2399,0.24489,0.24239,0
1577,52.619,0.25052,0.2471,0.24881,0
1578,52.653,0.2293,0.24699,0.23814,0
1579,52.686,0.24094,0.24723,0.24409,0
1580,52.719,0.23897,0.24923,0.2441,0
1581,52.753,0.24538,0.24873,0.24705,0
1582,52.786,0.23814,0.24638,0.24226,0
1583,52.819,0.24473,0.25492,0.24983,0
1584,52.853,0.23095,0.24301,0.23698,0
1585,52.886,0.23706,0.24184,0.23945,0
1586,52.92,0.22885,0.24983,0.23934,0
1587,52.953,0.23363,0.24961,0.24162,0
1588,52.986,0.23828,0.24617,0.24223,0
1589,53.02,0.23327,0.25386,0.24357,0
1590,53.053,0.24117,0.24601,0.24359,0
1591,53.086,0.24331,0.24865,0.24598,0
1592,53.12,0.24493,0.24618,0.24555,0
1593,53.153,0.23614,0.24429,0.24021,0
1594,53.186,0.24666,0.23711,0.24188,0
1595,53.22,0.22804,0.24056,0.2343,0
1596,53.253,0.22826,0.24647,0.23737,0
1597,53.287,0.22918,0.24719,0.23818,0
1598,53.32,0.25127,0.24482,0.24805,0
1599,53.353,0.23613,0.24556,0.24085,0
1600,53.387,0.24184,0.24723,0.24453,0
1601,53.42,0.23705,0.25099,0.24402,0
1602,53.453,0.233,0.24448,0.23874,0
1603,53.487,0.21756,0.24821,0.23289,0
1604,53.52,0.24212,0.24046,0.24129,0
1605,53.553,0.23181,0.24095,0.23638,0
1606,53.587,0.24048,0.24322,0.24185,0
1607,53.62,0.23378,0.24431,0.23905,0
1608,53.654,0.23954,0.24738,0.24346,0
1609,53.687,0.21829,0.26337,0.24083,0
1610,53.72,0.22603,0.2513,0.23866,0
1611,53.754,0.23225,0.24534,0.23879,0
1612,53.787,0.23395,0.25323,0.24359,0
1613,53.82,0.23954,0.24729,0.24342,0
1614,53.854,0.23473,0.2536,0.24417,0
1615,53.887,0.23461,0.25485,0.24473,0
1616,53.921,0.23419,0.25283,0.24351,0
1617,53.954,0.22718,0.247,0.23709,0
1618,53.987,0.24106,0.25215,0.2466,0
1619,54.021,0.23158,0.24985,0.24071,0
1620,54.054,0.23569,0.24819,0.24194,0
1621,54.087,0.2345,0.25212,0.24331,0
1622,54.121,0.23461,0.24647,0.24054,0
1623,54.154,0.23187,0.24264,0.23725,0
1624,54.187,0.23017,0.25475,0.24246,0
1625,54.221,0.23436,0.24929,0.24183,0
1626,54.254,0.23076,0.24636,0.23856,0
1627,54.288,0.2312,0.24552,0.23836,0
1628,54.321,0.24448,0.25197,0.24823,0
1629,54.354,0.23917,0.25294,0.24606,0
1630,54.388,0.23081,0.2522,0.24151,0
1631,54.421,0.23904,0.24354,0.24129,0
1632,54.454,0.24395,0.24578,0.24487,0
1633,54.488,0.22743,0.24758,0.23751,0
1634,54.521,0.23341,0.25209,0.24275,0
1635,54.555,0.22415,0.25003,0.23709,0
1636,54.588,0.24025,0.24477,0.24251,0
1637,54.621,0.22276,0.24775,0.23525,0
1638,54.655,0.2269,0.25155,0.23922,0
1639,54.688,0.22831,0.25167,0.23999,0
1640,54.721,0.25186,0.2431,0.24748,0
1641,54.755,0.23793,0.24639,0.24216,0
1642,54.788,0.24532,0.24573,0.24553,0
1643,54.821,0.22768,0.24538,0.23653,0
1644,54.855,0.23734,0.24677,0.24206,0
1645,54.888,0.23179,0.24547,0.23863,0
1646,54.922,0.22478,0.23883,0.23181,0
1647,54.955,0.226,0.24181,0.23391,0
1648,54.988,0.23491,0.24061,0.23776,0
1649,55.022,0.23387,0.24083,0.23735,0
1650,55.055,0.2309,0.24107,0.23598,0
1651,55.088,0.23306,0.24551,0.23928,0
1652,55.122,0.22524,0.24341,0.23432,0
1653,55.155,0.23168,0.23963,0.23566,0
1654,55.188,0.23143,0.24323,0.23733,0
1655,55.222,0.22047,0.24413,0.2323,0
1656,55.255,0.22728,0.24819,0.23773,0
1657,55.289,0.23339,0.24321,0.2383,0
1658,55.322,0.23087,0.25187,0.24137,0
1659,55.355,0.2345,0.2508,0.24265,0
1660,55.389,0.23616,0.24761,0.24188,0
1661,55.422,0.24052,0.25032,0.24542,0
1662,55.455,0.23123,0.25104,0.24113,0
1663,55.489,0.22353,0.24679,0.23516,0
1664,55.522,0.23198,0.25321,0.24259,0
1665,55.556,0.24284,0.24839,0.24561,0
1666,55.589,0.23214,0.24819,0.24017,0
1667,55.622,0.23159,0.24789,0.23974,0
1668,55.656,0.22702,0.25353,0.24028,0
1669,55.689,0.22763,0.24594,0.23679,0
1670,55.722,0.23131,0.24862,0.23996,0
1671,55.756,0.23308,0.2487,0.24089,0
1672,55.789,0.23912,0.24898,0.24405,0
1673,55.822,0.22767,0.24292,0.23529,0
1674,55.856,0.23623,0.25591,0.24607,0
1675,55.889,0.2292,0.24533,0.23727,0
1676,55.923,0.22976,0.2534,0.24158,0
1677,55.956,0.24345,0.25144,0.24744,0
1678,55.989,0.2425,0.25273,0.24761,0
1679,56.023,0.24228,0.25021,0.24624,0
1680,56.056,0.23363,0.25063,0.24213,0
1681,56.089,0.22996,0.25171,0.24083,0
1682,56.123,0.23721,0.25082,0.24402,0
1683,56.156,0.2258,0.25842,0.24211,0
1684,56.189,0.21974,0.24959,0.23467,0
1685,56.223,0.22752,0.25057,0.23904,0
1686,56.256,0.22108,0.24598,0.23353,0
1687,56.29,0.22608,0.25057,0.23832,0
1688,56.323,0.24044,0.25116,0.2458,0
1689,56.356,0.24888,0.24023,0.24455,0
1690,56.39,0.23001,0.244,0.237,0
1691,56.423,0.23269,0.25084,0.24177,0
1692,56.456,0.21835,0.24405,0.2312,0
1693,56.49,0.23397,0.25093,0.24245,0
1694,56.523,0.23703,0.25015,0.24359,0
1695,56.556,0.23118,0.25062,0.2409,0
1696,56.59,0.2349,0.25044,0.24267,0
1697,56.623,0.23414,0.24829,0.24121,0
1698,56.657,0.23966,0.25005,0.24485,0
1699,56.69,0.23384,0.24784,0.24084,0
1700,56.723,0.2289,0.25286,0.24088,0
1701,56.757,0.23513,0.24665,0.24089,0
1702,56.79,0.2319,0.24661,0.23925,0
1703,56.823,0.23273,0.24756,0.24014,0
1704,56.857,0.22035,0.25545,0.2379,0
1705,56.89,0.22549,0.24818,0.23684,0
1706,56.924,0.22243,0.24599,0.23421,0
1707,56.957,0.22983,0.24207,0.23595,0
1708,56.99,0.22417,0.24559,0.23488,0
1709,57.024,0.2277,0.24511,0.23641,0
1710,57.057,0.22062,0.24354,0.23208,0
1711,57.09,0.23734,0.24801,0.24267,0
1712,57.124,0.22947,0.2467,0.23808,0
1713,57.157,0.23541,0.24325,0.23933,0
1714,57.19,0.23698,0.25083,0.24391,0
1715,57.224,0.23842,0.25071,0.24457,0
1716,57.257,0.2413,0.25125,0.24627,0
1717,57.291,0.24039,0.25814,0.24926,0
1718,57.324,0.22687,0.2519,0.23939,0
1719,57.357,0.22079,0.24231,0.23155,0
1720,57.391,0.2257,0.24547,0.23558,0
1721,57.424,0.21887,0.25106,0.23497,0
1722,57.457,0.22694,0.24257,0.23476,0
1723,57.491,0.22995,0.2515,0.24073,0
1724,57.524,0.23068,0.24905,0.23987,0
1725,57.558,0.22928,0.24889,0.23909,0
1726,57.591,0.22927,0.25158,0.24042,0
1727,57.624,0.22893,0.24881,0.23887,0
1728,57.658,0.2348,0.24526,0.24003,0
1729,57.691,0.24433,0.24448,0.2444,0
1730,57.724,0.23336,0.23628,0.23482,0
1731,57.758,0.2383,0.2435,0.2409,0
1732,57.791,0.22874,0.24345,0.23609,0
1733,57.824,0.22648,0.23903,0.23276,0
1734,57.858,0.2281,0.25157,0.23984,0
1735,57.891,0.23942,0.24638,0.2429,0
1736,57.925,0.23566,0.25146,0.24356,0
1737,57.958,0.23346,0.24934,0.2414,0
1738,57.991,0.23118,0.24425,0.23772,0
1739,58.025,0.23801,0.23963,0.23882,0
1740,58.058,0.23268,0.25293,0.24281,0
1741,58.091,0.23033,0.25528,0.2428,0
1742,58.125,0.24045,0.25118,0.24582,0
1743,58.158,0.22777,0.25355,0.24066,0
1744,58.191,0.22658,0.25406,0.24032,0
1745,58.225,0.2256,0.25175,0.23867,0
1746,58.258,0.23285,0.24394,0.23839,0
1747,58.292,0.23281,0.25792,0.24536,0
1748,58.325,0.23283,0.24882,0.24082,0
1749,58.358,0.23891,0.25723,0.24807,0
1750,58.392,0.2316,0.25592,0.24376,0
1751,58.425,0.23623,0.2531,0.24467,0
1752,58.458,0.24026,0.26051,0.25038,0
1753,58.492,0.24333,0.25607,0.2497,0
1754,58.525,0.23206,0.25783,0.24494,0
1755,58.559,0.23622,0.25604,0.24613,0
1756,58.592,0.24941,0.25585,0.25263,0
1757,58.625,0.2372,0.24899,0.24309,0
1758,58.659,0.23925,0.25514,0.24719,0
1759,58.692,0.23121,0.24905,0.24013,0
1760,58.725,0.23879,0.2517,0.24525,0
1761,58.759,0.23493,0.2409,0.23791,0
1762,58.792,0.23742,0.24239,0.2399,0
1763,58.825,0.23761,0.23996,0.23879,0
1764,58.859,0.24963,0.24614,0.24789,0
1765,58.892,0.23483,0.24053,0.23768,0
1766,58.926,0.23513,0.24526,0.24019,0
1767,58.959,0.24169,0.25136,0.24653,0
1768,58.992,0.22966,0.24767,0.23866,0
1769,59.026,0.22766,0.25047,0.23906,0
1770,59.059,0.23884,0.24968,0.24426,0
1771,59.092,0.23732,0.25487,0.24609,0
1772,59.126,0.23259,0.2501,0.24134,0
1773,59.159,0.23214,0.25231,0.24222,0
1774,59.192,0.24741,0.24838,0.2479,0
1775,59.226,0.2304,0.25233,0.24137,0
1776,59.259,0.24297,0.25048,0.24673,0
1777,59.293,0.23651,0.24991,0.24321,0
1778,59.326,0.245,0.25363,0.24932,0
1779,59.359,0.24279,0.25425,0.24852,0
1780,59.393,0.23113,0.25012,0.24062,0
1781,59.426,0.23302,0.25316,0.24309,0
